country,iso3,year,under_sanctions,scope,stated_justification,legal_authority,layer1_ofac_events,layer2_multilateral,layer3_agency_actions,layer4_kinetic,eiii_score,polity,friction,degradation,resource_density,fiscal_pressure,gdp_pc_log,trend,vdem_electoral,vdem_elections,eiii_equal,eiii_rawcount,eiii_financial,friction_z,resource_density_z,fiscal_pressure_z,gdp_pc_log_z,trend_z,regime_z,fric_x_fiscal
Angola,AGO,1996,1,targeted,democracy,IEEPA,0,0,0,0,0,-4.0,3.7511,1,41.36,2.986,6.275,51,0.155,0.0,0,0,0,0.4122354297877092,2.1188212426729893,1.7946511734597477,-0.7986345580292675,-0.7089773278319966,-0.5278639060170097,0.7398187978101958
Angola,AGO,1997,1,targeted,democracy,IEEPA,0,0,0,0,0,-6.0,3.6722,1,39.45,2.844,6.257,52,0.155,0.0,0,0,0,0.29925632349792874,1.981954462968796,1.5738596487931262,-0.8135811058244042,-0.6275993251737434,-0.5278639060170097,0.4709874521995723
Angola,AGO,1998,1,targeted,democracy,IEEPA,0,0,0,0,0,-6.0,3.6032,1,24.27,2.661,6.062,53,0.155,0.0,0,0,0,0.2004533027882348,0.8941860253197581,1.289318458553749,-0.9755020402717115,-0.5462213225154902,-0.5278639060170097,0.2584481433629348
Angola,AGO,1999,1,targeted,democracy,IEEPA,0,0,0,0,0,-6.0,3.4879,1,40.8,2.386,5.973,54,0.155,0.0,0,0,0,0.0353520232544992,2.078692762759718,0.8617292382486736,-1.049404415480996,-0.464843319857237,-0.5278639060170097,0.030463872069648994
Angola,AGO,2000,1,targeted,democracy,IEEPA,0,0,0,0,0,-6.0,3.3234,1,59.14,2.175,6.335,55,0.155,0.0,0,0,0,-0.20020010582875658,3.392900479919359,0.5336516910327789,-0.7488127320454808,-0.38346531719898375,-0.5278639060170097,-0.10683712502045724
Angola,AGO,2001,1,targeted,democracy,IEEPA,0,0,0,0,0,-6.0,2.8758,1,44.22,1.948,6.28,56,0.155,0.0,0,0,0,-0.8411310053890324,2.3237631222300545,0.18069622554458947,-0.7944827391972853,-0.3020873145407305,-0.5278639060170097,-0.1519891978623239
Angola,AGO,2002,1,targeted,democracy,IEEPA,0,0,0,0,0,-2.0,2.8231,1,32.88,1.564,6.907,57,0.159,0.0,0,0,0,-0.9165936023658563,1.5111614039863073,-0.41637381299049764,-0.27384465766671107,-0.22070931188247725,-0.5016233717682141,0.3816455731797676
Angola,AGO,2003,1,targeted,democracy,IEEPA,0,0,0,0,0,-2.0,3.3733,1,28.41,1.336,7.033,58,0.166,0.0,0,0,0,-0.1287469067937749,1.1908501446785864,-0.7708841483707056,-0.16921882310075803,-0.13933130922422401,-0.4557024368328218,0.09924894959908177
Belarus,BLR,2006,1,targeted,democracy,IEEPA,4,0,0,0,4,-7.0,2.9501,0,1.68,1.64,8.255,61,0.225,0.172,1,4,4,-0.7347387671465647,-0.7245681911816753,-0.29820370119709516,0.8454856994357048,0.10480269875053569,-0.06865455666308701,0.21910181977609627
Belarus,BLR,2007,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.9436,0,1.56,1.638,8.463,62,0.222,0.167,0,0,0,-0.7440462980829852,-0.7331671511630905,-0.3013134409811321,1.0182013628461652,0.18618070140878892,-0.08833495734968372,0.2241911503246574
Belarus,BLR,2008,1,targeted,democracy,IEEPA,0,2,0,0,2,-7.0,3.0619,0,1.6,1.711,8.76,63,0.224,0.174,1,2,2,-0.5746492350401329,-0.7303008311692855,-0.1878079388637845,1.2648194014659115,0.2675587040670422,-0.07521469022528592,0.1079236884025378
Belarus,BLR,2009,1,targeted,democracy,IEEPA,0,376,0,0,376,-7.0,3.0511,0,1.14,1.291,8.585,64,0.227,0.193,1,50,376,-0.5901140556729547,-0.763263511098044,-0.8408532935115364,1.1195057423465335,0.3489367067252954,-0.055534289538689205,0.4961993472600541
Belarus,BLR,2010,1,targeted,democracy,IEEPA,0,8,0,0,8,-7.0,2.8275,0,1.21,1.304,8.705,65,0.226,0.191,1,8,8,-0.9102931198858178,-0.7582474511088853,-0.8206399849152963,1.219149394314107,0.43031470938354865,-0.062094423100888106,0.7470229321715955
Belarus,BLR,2011,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.7591,0,1.65,1.474,8.784,66,0.216,0.148,0,0,0,-1.0082369838936884,-0.726717931177029,-0.5563121032721589,1.2847481318594272,0.5116927120418019,-0.1276957587228771,0.5608944371066755
Belarus,BLR,2012,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.8012,0,1.73,1.356,8.847,67,0.221,0.169,0,0,0,-0.9479528219824114,-0.7209852911894188,-0.7397867505303365,1.3370610491424024,0.5930707147000551,-0.09489509091188261,0.7012829378304306
Belarus,BLR,2013,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.7922,0,1.44,1.309,8.987,68,0.242,0.224,0,0,0,-0.9608401725097633,-0.7417661111445059,-0.8128656354552042,1.453311976437906,0.6744487173583084,0.04286771389429412,0.7810339573980367
Belarus,BLR,2014,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.88,0,1.32,1.3,9.029,69,0.243,0.224,0,0,0,-0.8351169084762684,-0.7503650711259211,-0.8268594644833701,1.4881872546265569,0.7558267200165616,0.04942784745649302,0.6905243197236949
Belarus,BLR,2015,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.8247,0,1.17,1.22,8.694,70,0.247,0.226,0,0,0,-0.9143025178276607,-0.7611137711026903,-0.9512490558448468,1.2100153928837467,0.8372047226748148,0.07566838170528863,0.8697294068401284
Belarus,BLR,2016,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.6805,0,1.24,1.276,8.525,71,0.256,0.23,0,0,0,-1.1207865118325575,-0.7560977111135313,-0.8641763418918131,1.069683916362746,0.9185827253330681,0.13470958376507872,0.9685571878371448
Belarus,BLR,2017,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.7619,0,1.56,1.339,8.663,72,0.254,0.228,0,0,0,-1.0042275859518464,-0.7331671511630905,-0.7662195386946504,1.1842741161254562,0.9999607279913213,0.12158931664068093,0.7694587976524662
Belarus,BLR,2018,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.8727,0,1.98,1.573,8.758,73,0.252,0.228,0,0,0,-0.8455699816817865,-0.7030707912281369,-0.40237998396233166,1.263158673933118,1.0813387306495745,0.10846904951628313,0.3402404356681463
Belarus,BLR,2019,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,3.1377,0,1.67,1.742,8.83,74,0.259,0.228,0,0,0,-0.4661091050431066,-0.7252847711801265,-0.1396069722112125,1.3229448651136633,1.1627167333078277,0.15438998445167543,0.0650720808751461
Belarus,BLR,2020,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.8696,0,1.52,1.616,8.786,75,0.208,0.174,0,0,0,-0.8500089579745408,-0.7360334711568957,-0.3355205786055378,1.2864088593922192,1.244094735966081,-0.18017682722046832,0.28519549739950817
Belarus,BLR,2021,1,targeted,democracy,IEEPA,0,0,0,0,0,-7.0,2.8922,0,1.86,1.485,8.921,76,0.172,0.131,0,0,0,-0.8176473888725254,-0.7116697512095522,-0.5392085344599556,1.3985079678557397,1.3254727386243341,-0.41634163545962855,0.4408824502589639
Bosnia,BIH,1994,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.9143,1,0.25,2.785,5.82,49,0.187,0.0,0,0,0,-0.7860017836886959,-0.8270391309602078,1.4821223251640379,-1.1764500717396524,-0.8717333331485031,-0.31793963202664505,-1.164950791223771
Bosnia,BIH,1995,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.9496,1,1.37,3.039,6.219,50,0.187,0.0,0,0,0,-0.7354547310647506,-0.7467821711336649,1.8770592777367257,-0.8451349289474688,-0.7903553304902499,-0.31793963202664505,-1.3804921263004586
Bosnia,BIH,1996,1,targeted,human_rights,IEEPA,0,3,0,0,3,0.0,2.4033,0,0.09,2.986,6.578,51,0.268,0.19,1,3,3,-1.51771690807498,-0.8385044109354282,1.7946511734597477,-0.5470343368111431,-0.7089773278319966,0.21343118651146553,-2.7237724300564627
Bosnia,BIH,1997,1,targeted,human_rights,IEEPA,0,6,0,0,6,0.0,2.4669,0,1.91,2.844,6.818,52,0.584,0.637,1,6,6,-1.4266462976816974,-0.7080868512172959,1.5738596487931262,-0.3477470328759955,-0.6275993251737434,2.286433392166316,-2.24534104102133
Bosnia,BIH,2000,1,targeted,human_rights,IEEPA,0,65,0,0,65,0.0,1.8696,0,1.26,2.175,7.199,55,0.635,0.725,1,50,65,-2.281936794346918,-0.7546645511166288,0.5336516910327789,-0.03137843787894767,-0.38346531719898375,2.62100020383846,-1.2177594291331513
Bosnia,BIH,2001,1,targeted,human_rights,IEEPA,0,20,0,0,20,0.0,1.9467,0,1.32,1.948,7.236,56,0.654,0.762,1,20,20,-2.1715351581626074,-0.7503650711259211,0.18069622554458947,-0.0006549785222790662,-0.3020873145407305,2.745642741520239,-0.3923882067173563
Bosnia,BIH,2002,1,targeted,human_rights,IEEPA,0,382,0,0,382,0.0,1.4656,0,0.88,1.564,7.382,57,0.654,0.767,1,50,382,-2.860435640241358,-0.7818945910577773,-0.41637381299049764,0.12057813137160263,-0.22070931188247725,2.745642741520239,1.1910104943412096
Bosnia,BIH,2003,1,targeted,human_rights,IEEPA,0,68,0,0,68,0.0,1.6624,0,0.82,1.336,7.618,58,0.661,0.782,1,50,68,-2.578632242043274,-0.7861940710484849,-0.7708841483707056,0.3165439802411655,-0.13933130922422401,2.7915636764556315,1.9878267198687727
Bosnia,BIH,2004,1,targeted,human_rights,IEEPA,0,18,0,0,18,0.0,1.9367,0,1.71,1.312,7.805,59,0.647,0.75,1,18,18,-2.185854436526331,-0.7224184511863214,-0.8082010257791487,0.4718220045573012,-0.05795330656597079,2.6997218065848467,1.7666097978044837
Bosnia,BIH,2005,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.8054,0,1.83,1.411,7.916,60,0.647,0.75,0,0,0,-2.3738665614420245,-0.7138194912049061,-0.6542689064693215,0.5639923826273078,0.023424696092282447,2.6997218065848467,1.5531470792587616
Bosnia,BIH,2006,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.8097,0,1.64,1.64,8.06,61,0.626,0.702,0,0,0,-2.367709271745623,-0.7274345111754803,-0.29820370119709516,0.6835647649883968,0.10480269875053569,2.56195900177867,0.7060596681932235
Bosnia,BIH,2007,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.7842,0,2.12,1.638,8.277,62,0.566,0.56,0,0,0,-2.4042234315731186,-0.6930386712498191,-0.3013134409811321,0.8637537022964255,0.18618070140878892,2.1683509880467358,0.7244248350547617
Bosnia,BIH,2008,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.9483,0,3.64,1.711,8.485,63,0.562,0.557,0,0,0,-2.169244073624412,-0.584118511485225,-0.1878079388637845,1.0364693657068873,0.2675587040670422,2.1421104537979407,0.4074012583598804
Bosnia,BIH,2009,1,targeted,human_rights,IEEPA,0,433,0,0,433,0.0,1.7564,0,1.46,1.291,8.421,64,0.56,0.557,1,50,433,-2.444031025424271,-0.7403329511476033,-0.8408532935115364,0.9833260846575145,0.3489367067252954,2.1289901866735432,2.055071537172376
Bosnia,BIH,2010,1,targeted,human_rights,IEEPA,0,56,0,0,56,0.0,1.7212,0,2.72,1.304,8.413,65,0.566,0.554,1,50,56,-2.494434885264578,-0.6500438713427424,-0.8206399849152963,0.9766831745263436,0.43031470938354865,2.1683509880467358,2.0470330066157123
Bosnia,BIH,2011,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.7586,0,3.53,1.474,8.514,66,0.564,0.545,0,0,0,-2.4408807841842517,-0.5920008914681891,-0.5563121032721589,1.0605499149323843,0.5116927120418019,2.155230720922338,1.3578915228861375
Bosnia,BIH,2012,1,targeted,human_rights,IEEPA,0,3281,0,0,3281,0.0,1.6221,0,2.22,1.356,8.454,67,0.566,0.542,1,50,3281,-2.636338933849081,-0.6858728712653063,-0.7397867505303365,1.0107280889485983,0.5930707147000551,2.1683509880467358,1.9503286131688233
Bosnia,BIH,2013,1,targeted,human_rights,IEEPA,0,89,0,0,89,0.0,1.6153,0,1.76,1.309,8.524,68,0.56,0.546,1,50,89,-2.646076043136413,-0.718835551194065,-0.8128656354552042,1.0688535525963487,0.6744487173583084,2.1289901866735432,2.1509042842668724
Bosnia,BIH,2014,1,targeted,human_rights,IEEPA,0,93,0,0,93,0.0,1.7134,0,1.24,1.3,8.558,69,0.557,0.543,1,50,93,-2.505603922388283,-0.7560977111135313,-0.8268594644833701,1.0970859206538286,0.7558267200165616,2.1093097859869463,2.0717823174734074
Bosnia,BIH,2015,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.6792,0,1.02,1.22,8.447,70,0.547,0.531,0,0,0,-2.554575854392218,-0.7718624710794595,-0.9512490558448468,1.004915542583822,0.8372047226748148,2.0437084503649574,2.4300378695746403
Bosnia,BIH,2016,1,targeted,human_rights,IEEPA,0,326,0,0,326,0.0,1.6898,0,1.05,1.276,8.503,71,0.547,0.537,1,50,326,-2.5393974193266713,-0.7697127310841055,-0.8641763418918131,1.051415913502024,0.9185827253330681,2.0437084503649574,2.1944871724432335
Bosnia,BIH,2017,1,targeted,human_rights,IEEPA,0,98,0,0,98,0.0,1.6858,0,1.28,1.339,8.584,72,0.541,0.537,1,50,98,-2.5451251306721607,-0.7532313911197263,-0.7662195386946504,1.118675378580136,0.9999607279913213,2.004347648991764,1.950124603543785
Bosnia,BIH,2018,1,targeted,human_rights,IEEPA,0,97,0,0,97,0.0,1.7913,0,1.05,1.573,8.707,73,0.513,0.523,1,50,97,-2.394056743934875,-0.7697127310841055,-0.40237998396233166,1.2208101218469005,1.0813387306495745,1.8206639092501948,0.963320514229427
Bosnia,BIH,2019,1,targeted,human_rights,IEEPA,0,2,0,0,2,0.0,2.051,0,0.8,1.742,8.72,74,0.515,0.521,1,2,2,-2.022185084828968,-0.7876272310453875,-0.1396069722112125,1.231604850810054,1.1627167333078277,1.8337841763745926,0.2823111369436461
Bosnia,BIH,2020,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.8608,0,0.78,1.616,8.721,75,0.517,0.526,0,0,0,-2.2945377593069947,-0.7890603910422901,-0.3355205786055378,1.23243521457645,1.244094735966081,1.8469044434989903,0.7698646366349371
Bosnia,BIH,2021,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.9754,0,0.81,1.485,8.895,76,0.508,0.519,0,0,0,-2.13043882925872,-0.7869106510469362,-0.5392085344599556,1.376918509929432,1.3254727386243341,1.7878632414392002,1.1487507988811783
Burundi,BDI,2015,1,targeted,human_rights,IEEPA,4,49,0,0,53,-1.0,2.9389,1,15.53,1.22,5.539,70,0.196,0.08,2,53,53,-0.7507763589139355,0.26789510667334254,-0.9512490558448468,-1.4097822900970556,0.8372047226748148,-0.25889842996685497,0.7141753025675129
Burundi,BDI,2016,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.6813,0,19.1,1.276,5.451,71,0.166,0.028,0,0,0,0.3122868668089169,0.5237141661204483,-0.8641763418918131,-1.4828543015399434,0.9185827253330681,-0.4557024368328218,-0.26987092217978564
Burundi,BDI,2017,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.7912,0,18.51,1.339,5.506,72,0.157,0.028,0,0,0,0.4696557360262412,0.48143594621182306,-0.7662195386946504,-1.437184294388138,0.9999607279913213,-0.5147436388926119,-0.35985940140332306
Burundi,BDI,2018,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.9979,0,13.43,1.573,5.504,73,0.157,0.028,0,0,0,0.7656352198044116,0.11741330699857451,-0.40237998396233166,-1.4388450219209314,1.0813387306495745,-0.5147436388926119,-0.30807628746589544
Burundi,BDI,2019,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.8952,1,13.13,1.742,5.457,74,0.159,0.028,0,0,0,0.6185762310089685,0.0959159070450363,-0.1396069722112125,-1.4778721189415644,1.1627167333078277,-0.5016233717682141,-0.08635755469298563
Burundi,BDI,2020,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.7003,1,13.85,1.616,5.545,75,0.168,0.055,0,0,0,0.3394934956999922,0.14750966693352813,-0.3355205786055378,-1.4048001074986767,1.244094735966081,-0.442582169708424,-0.11390705411007805
Burundi,BDI,2021,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,3.8774,1,13.96,1.485,5.58,76,0.181,0.073,0,0,0,0.5930879155215405,0.15539204691649225,-0.5392085344599556,-1.3757373756748008,1.3254727386243341,-0.35730043339983847,-0.3197980657342798
Central African Republic,CAF,2014,1,targeted,human_rights,IEEPA,4,5,0,3,12,0.0,2.7736,1,11.27,1.3,6.016,69,0.282,0.0,3,12,9,-0.9874740302662891,-0.03736797266690119,-0.8268594644833701,-1.0136987735259484,0.7558267200165616,0.3052730563822498,0.816502247857219
Central African Republic,CAF,2015,1,targeted,human_rights,IEEPA,0,8,0,3,11,0.0,2.4546,1,12.69,1.22,5.904,70,0.284,0.002,2,11,8,-1.444259010069077,0.06438638711318005,-0.9512490558448468,-1.1066995153623511,0.8372047226748148,0.31839332350664756,1.3738500197236225
Central African Republic,CAF,2016,1,targeted,human_rights,IEEPA,0,852,0,0,852,6.0,2.5846,0,13.06,1.276,5.959,71,0.4,0.289,1,50,852,-1.2581083913406683,0.09089984705587735,-0.8641763418918131,-1.0610295082105465,0.9185827253330681,1.0793688167217197,1.0872275073321724
Central African Republic,CAF,2017,1,targeted,human_rights,IEEPA,0,45,0,0,45,6.0,2.6712,1,13.42,1.339,6.069,72,0.396,0.289,1,45,45,-1.1341034407108208,0.11669672700012325,-0.7662195386946504,-0.9696894939069366,0.9999607279913213,1.053128282472924,0.8689722151734609
Central African Republic,CAF,2018,1,targeted,human_rights,IEEPA,0,44,0,0,44,6.0,2.6165,1,11.18,1.573,6.121,73,0.406,0.289,1,44,44,-1.2124298933603899,-0.04381719265296267,-0.40237998396233166,-0.9265105780543208,1.0813387306495745,1.1187296180949131,0.48785752104580515
Central African Republic,CAF,2019,1,targeted,human_rights,IEEPA,0,233,0,0,233,6.0,2.8572,1,9.81,1.742,6.108,74,0.379,0.289,1,50,233,-0.8677648631455582,-0.14198865244078748,-0.1396069722112125,-0.9373053070174753,1.1627167333078277,0.9416060119155428,0.12114602513502855
Central African Republic,CAF,2020,1,targeted,human_rights,IEEPA,0,2,0,0,2,6.0,2.5979,1,9.89,1.616,6.137,75,0.374,0.283,1,2,2,-1.2390637511169156,-0.13625601245317726,-0.3355205786055378,-0.9132247577919783,1.244094735966081,0.9088053441045483,0.4157313867038956
Central African Republic,CAF,2021,1,targeted,human_rights,IEEPA,0,1,0,0,1,6.0,2.615,1,10.26,1.485,6.199,76,0.343,0.178,1,1,1,-1.2145777851149477,-0.1097425525104801,-0.5392085344599556,-0.8617422042753982,1.3254727386243341,0.7054412036763827,0.6549107074994499
China,CHN,1972,1,comprehensive,national_security,TWEA,0,0,0,0,0,-8.0,2.7202,0,0.9,1.21,4.884,27,0.068,0.0,0,0,0,-1.0639389767285738,-0.7804614310608747,-0.9667977547650314,-1.95367055708673,-2.6620493916300743,-1.0985955259283136,1.0286138139081902
China,CHN,1973,1,comprehensive,national_security,TWEA,0,0,0,0,0,-8.0,2.752,0,1.8,1.217,5.058,28,0.07,0.0,0,0,0,-1.018403671531933,-0.7159692312002598,-0.955913665520902,-1.809187261733748,-2.580671388971821,-1.0854752588039156,0.9735059866340346
China,CHN,1974,1,comprehensive,national_security,TWEA,0,0,0,0,0,-8.0,2.3295,1,5.0,1.388,5.078,29,0.07,0.0,0,0,0,-1.6233931823992618,-0.4866636316958514,-0.6900309139857462,-1.7925799864058187,-2.499293386313568,-1.0854752588039156,1.1201914814091918
China,CHN,1975,1,comprehensive,national_security,TWEA,0,0,0,0,0,-8.0,2.9432,0,7.33,1.38,5.185,30,0.07,0.0,0,0,0,-0.7446190692175341,-0.31970049205670403,-0.7024698731218938,-1.7037310634013991,-2.4179153836553144,-1.0854752588039156,0.5230724630773839
China,CHN,1976,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.634,0,9.22,1.427,5.11,31,0.07,0.0,0,0,0,-1.1873711562238731,-0.18426687234941277,-0.6293909881970262,-1.7660083458811324,-2.3365373809970613,-1.0854752588039156,0.7473207053723891
China,CHN,1977,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.7359,0,9.6,1.436,5.224,32,0.069,0.0,0,0,0,0.3904701266748489,-0.15703683240826433,-0.6153971591688602,-1.671346876511937,-2.255159378338808,-1.0920353923661146,-0.240294206696007
China,CHN,1978,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.0509,1,11.21,1.508,5.054,33,0.076,0.0,0,0,0,-0.5904004412402292,-0.04166745265760876,-0.5034465269435312,-1.8125087167993337,-2.173781375680555,-1.0461144574307224,0.29723505164832176
China,CHN,1979,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.3003,1,17.1,1.623,5.216,34,0.092,0.0,0,0,0,-1.665205475221335,0.3803981664301931,-0.32463648936140876,-1.6779897866431088,-2.0924033730223015,-0.9411523204355401,0.5405864595412505
China,CHN,1980,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.4507,1,19.74,1.839,5.274,35,0.098,0.0,0,0,0,-1.4498435286309297,0.5695752860213298,0.011215407314577753,-1.6298286881921147,-2.0110253703640484,-0.9017915190623467,-0.016260585716000548
China,CHN,1981,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.3728,1,19.47,2.144,5.285,36,0.098,0.0,0,0,0,-1.561390707084338,0.5502276260631453,0.4854507243802072,-1.6206946867617538,-1.9296473677057953,-0.9017915190623467,-0.7579782497946158
China,CHN,1982,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.6886,0,16.75,2.543,5.317,37,0.098,0.0,0,0,0,-1.1091878963579411,0.3553178664843983,1.1058438112955713,-1.5941230462370672,-1.848269365047542,-0.9017915190623467,-1.2265885707513828
China,CHN,1983,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.3664,1,12.62,2.471,5.42,38,0.098,0.0,0,0,0,-1.5705550452371209,0.05937032712402109,0.9938931790702423,-1.508595578298233,-1.7668913623892888,-0.9017915190623467,-1.5609639468155303
China,CHN,1984,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.3331,1,10.4,2.752,5.526,39,0.098,0.0,0,0,0,-1.6182382421883212,-0.09971043253216218,1.4308116187274282,-1.4205770190602094,-1.6855133597310354,-0.9017915190623467,-2.3153940787921
China,CHN,1985,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.4909,0,9.79,2.984,5.687,40,0.098,0.0,0,0,0,-1.3922800296087603,-0.14342181243769012,1.7915414336757103,-1.2868884526703805,-1.6041353570727823,-0.9017915190623467,-2.494327360323339
China,CHN,1986,1,comprehensive,national_security,TWEA,0,10,0,0,10,-7.0,2.5348,1,5.76,2.97,5.643,41,0.102,0.0,1,10,10,-1.3294183975920124,-0.43220355181355447,1.7697732551874523,-1.3234244583918247,-1.522757354414529,-0.8755509848135512,-2.3527691250125025
China,CHN,1987,1,comprehensive,national_security,TWEA,0,18,0,0,18,-7.0,2.6512,1,6.49,2.855,5.53,42,0.104,0.0,1,18,18,-1.1627419974382684,-0.37989321192661124,1.5909632176053294,-1.4172555639946232,-1.4413793517562759,-0.8624307176891535,-1.8498797494892354
China,CHN,1988,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.7695,1,6.29,2.899,5.649,43,0.104,0.0,0,0,0,-0.9933449343954162,-0.3942248118956368,1.6593774928541416,-1.3184422757934458,-1.3600013490980225,-0.8624307176891535,-1.6483342267764274
China,CHN,1989,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,2.9343,0,7.06,2.995,5.741,44,0.1,0.0,0,0,0,-0.7573632269612484,-0.3390481520148885,1.8086450024879135,-1.2420488092849726,-1.2786233464397694,-0.8886712519379488,-1.3698012155115813
China,CHN,1990,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.0962,0,8.64,3.091,5.764,45,0.093,0.0,0,0,0,-0.5255341102525604,-0.2258285122595868,1.9579125121216856,-1.222950442657854,-1.197245343781516,-0.9345921868733412,-1.0289498100102255
China,CHN,1991,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.1085,0,6.08,3.158,5.812,46,0.094,0.0,0,0,0,-0.5079213978651804,-0.4092729918631136,2.0620887948869218,-1.1830929818708242,-1.115867341123263,-0.9280320533111422,-1.0473790232210907
China,CHN,1992,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.2316,0,5.34,3.057,5.908,47,0.096,0.0,0,0,0,-0.3316510812077409,-0.46229991174850804,1.9050469357930575,-1.1033780602967649,-1.0344893384650096,-0.9149117861867445,-0.6318108760072613
China,CHN,1993,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,3.5629,0,4.45,2.897,5.937,48,0.101,0.0,0,0,0,0.14274661098242772,-0.5260755316106717,1.6562677530701044,-1.079297511071268,-0.9531113358067564,-0.88211111837575,0.23642660863023784
China,CHN,1994,1,comprehensive,national_security,TWEA,0,0,0,1,1,-7.0,4.3799,0,3.28,2.785,6.165,49,0.102,0.0,1,1,0,1.3126316532986597,-0.609915391429471,1.4821223251640379,-0.8899745723328774,-0.8717333331485031,-0.8755509848135512,1.9454806780709248
China,CHN,1995,1,comprehensive,national_security,TWEA,0,0,0,1,1,-7.0,4.6245,0,3.27,3.039,6.418,50,0.102,0.0,1,1,0,1.6628812020753432,-0.6106319714279222,1.8770592777367257,-0.6798925394345753,-0.7903553304902499,-0.8755509848135512,3.121326588129522
China,CHN,1996,1,comprehensive,national_security,TWEA,0,0,0,1,1,-7.0,4.7431,0,3.0,2.986,6.57,51,0.102,0.0,1,1,0,1.8327078434691069,-0.6299796313861067,1.7946511734597477,-0.5536772469423147,-0.7089773278319966,-0.8755509848135512,3.2890712818907164
China,CHN,1997,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,4.2582,0,2.39,2.844,6.668,52,0.102,0.0,0,0,0,1.138366035612142,-0.6736910112916346,1.5738596487931262,-0.4723015978354626,-0.6275993251737434,-0.8755509848135512,1.791628369006549
China,CHN,1998,1,comprehensive,national_security,TWEA,0,0,0,0,0,-7.0,4.2628,0,1.72,2.661,6.728,53,0.102,0.0,0,0,0,1.1449529036594548,-0.72170187118787,1.289318458553749,-0.4224797718516759,-0.5462213225154902,-0.8755509848135512,1.4762089128628473
China,CHN,1999,1,comprehensive,national_security,TWEA,0,0,0,1,1,-7.0,3.1825,0,1.85,2.386,6.781,54,0.102,0.0,1,1,0,-0.4019587379736242,-0.7123863312080035,0.8617292382486736,-0.3784704922326641,-0.464843319857237,-0.8755509848135512,-0.34637959708140936
China,CHN,2000,1,comprehensive,national_security,TWEA,0,0,0,1,1,-7.0,3.2231,0,2.7,2.175,6.876,55,0.1,0.0,1,1,0,-0.34382246781690573,-0.651477031339645,0.5336516910327789,-0.29958593442500075,-0.38346531719898375,-0.8886712519379488,-0.18348144136555494
China,CHN,2001,1,comprehensive,national_security,TWEA,0,0,0,3,3,-7.0,3.2994,0,2.59,1.948,6.971,56,0.102,0.0,1,3,0,-0.23456637390169366,-0.659359411322609,0.18069622554458947,-0.22070137661733819,-0.3020873145407305,-0.8755509848135512,-0.042385258403716944
