country,iso3,year,under_sanctions,scope,stated_justification,legal_authority,layer1_ofac_events,layer2_multilateral,layer3_agency_actions,layer4_kinetic,eiii_score,polity,friction,degradation,resource_density,fiscal_pressure,gdp_pc_log,trend,vdem_electoral,vdem_elections,eiii_equal,eiii_rawcount,eiii_financial
Pakistan,PAK,2011,1,targeted,terrorism,IEEPA,0,1,0,60,61,6.0,3.1447,0,2.62,1.474,7.032,66,0.466,0.343,2,21,1
Pakistan,PAK,2012,1,targeted,terrorism,IEEPA,0,5,0,46,51,6.0,3.1136,0,2.56,1.356,7.094,67,0.466,0.343,2,25,5
Pakistan,PAK,2013,1,targeted,terrorism,IEEPA,0,2086,0,29,2115,7.0,3.2161,0,2.15,1.309,7.111,68,0.47,0.344,2,70,2086
Pakistan,PAK,2014,1,targeted,terrorism,IEEPA,0,48,0,27,75,7.0,2.9584,0,2.0,1.3,7.144,69,0.469,0.343,2,68,48
Pakistan,PAK,2015,1,targeted,terrorism,IEEPA,0,65,0,15,80,7.0,3.393,0,1.23,1.22,7.23,70,0.441,0.337,2,65,65
Pakistan,PAK,2016,1,targeted,terrorism,IEEPA,0,41,0,10,51,7.0,2.6541,0,0.97,1.276,7.262,71,0.429,0.337,2,51,41
Pakistan,PAK,2017,1,targeted,terrorism,IEEPA,0,2,0,1,3,7.0,2.7675,0,1.11,1.339,7.326,72,0.419,0.337,2,3,2
Pakistan,PAK,2018,1,targeted,terrorism,IEEPA,0,0,0,1,1,7.0,2.8073,0,1.24,1.573,7.358,73,0.395,0.318,1,1,0
Pakistan,PAK,2019,1,targeted,terrorism,IEEPA,0,1134,0,0,1134,7.0,3.1196,0,1.3,1.742,7.237,74,0.368,0.29,1,50,1134
Pakistan,PAK,2020,1,targeted,terrorism,IEEPA,0,0,0,0,0,7.0,2.7729,0,1.12,1.616,7.153,75,0.377,0.317,0,0,0
Pakistan,PAK,2021,1,targeted,terrorism,IEEPA,0,0,0,0,0,7.0,2.7469,0,1.44,1.485,7.283,76,0.394,0.311,0,0,0
Pakistan,PAK,2022,1,targeted,terrorism,IEEPA,0,0,0,0,0,7.0,2.6736,0,,1.827,7.338,77,0.379,0.278,0,0,0
Pakistan,PAK,2023,1,targeted,terrorism,IEEPA,0,166,0,0,166,7.0,2.9275,0,,2.367,7.215,78,0.334,0.268,1,50,166
Pakistan,PAK,2024,1,targeted,terrorism,IEEPA,0,258,0,0,258,7.0,2.5594,0,,3.003,7.299,79,0.313,0.172,1,50,258
Pakistan,PAK,2025,1,targeted,terrorism,IEEPA,0,0,0,0,0,7.0,2.5058,0,,3.153,,80,0.302,0.174,0,0,0
Panama,PAN,1988,1,comprehensive,narcotics,IEEPA,4,0,0,0,4,-8.0,2.9855,0,0.13,2.899,7.828,43,0.132,0.04,1,4,4
Panama,PAN,1989,1,comprehensive,narcotics,IEEPA,0,0,0,7,7,8.0,3.0956,0,0.14,2.995,7.809,44,0.146,0.086,1,7,0
Panama,PAN,1990,1,comprehensive,narcotics,IEEPA,0,0,0,0,0,8.0,3.1751,0,0.27,3.091,7.871,45,0.476,0.326,0,0,0
Rhodesia/Zimbabwe,RHO,1965,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.157,,20,,,0,0,0
Rhodesia/Zimbabwe,RHO,1966,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.154,,21,,,0,0,0
Rhodesia/Zimbabwe,RHO,1967,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.194,,22,,,0,0,0
Rhodesia/Zimbabwe,RHO,1968,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.179,,23,,,0,0,0
Rhodesia/Zimbabwe,RHO,1969,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.248,,24,,,0,0,0
Rhodesia/Zimbabwe,RHO,1970,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.34,,25,,,0,0,0
Rhodesia/Zimbabwe,RHO,1971,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.274,,26,,,0,0,0
Rhodesia/Zimbabwe,RHO,1972,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.21,,27,,,0,0,0
Rhodesia/Zimbabwe,RHO,1973,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.217,,28,,,0,0,0
Rhodesia/Zimbabwe,RHO,1974,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.388,,29,,,0,0,0
Rhodesia/Zimbabwe,RHO,1975,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.38,,30,,,0,0,0
Rhodesia/Zimbabwe,RHO,1976,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.427,,31,,,0,0,0
Rhodesia/Zimbabwe,RHO,1977,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.436,,32,,,0,0,0
Rhodesia/Zimbabwe,RHO,1978,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.508,,33,,,0,0,0
Rhodesia/Zimbabwe,RHO,1979,1,comprehensive,democracy,UNSCR,0,0,0,0,0,-6.0,,0,,1.623,,34,,,0,0,0
Russia,RUS,2014,1,sectoral,national_security,IEEPA,13,0,0,1,14,4.0,2.5648,1,12.43,1.3,9.551,69,0.264,0.33,2,11,13
Russia,RUS,2015,1,sectoral,national_security,IEEPA,1,1,0,0,2,4.0,2.4674,1,9.76,1.22,9.135,70,0.265,0.342,2,2,2
Russia,RUS,2016,1,sectoral,national_security,IEEPA,0,3,0,0,3,4.0,2.2799,1,8.19,1.276,9.067,71,0.263,0.334,1,3,3
Russia,RUS,2017,1,sectoral,national_security,IEEPA,0,1,1,0,2,4.0,2.2383,1,9.72,1.339,9.274,72,0.261,0.33,2,2,2
Russia,RUS,2018,1,sectoral,national_security,IEEPA,3,0,0,0,3,4.0,2.4472,1,14.47,1.573,9.325,73,0.264,0.349,1,3,3
Russia,RUS,2019,1,sectoral,national_security,IEEPA,0,0,0,0,0,4.0,2.7305,1,12.21,1.742,9.346,74,0.259,0.345,0,0,0
Russia,RUS,2020,1,sectoral,national_security,IEEPA,0,0,0,0,0,4.0,2.5555,1,7.59,1.616,9.221,75,0.255,0.323,0,0,0
Russia,RUS,2021,1,sectoral,national_security,IEEPA,4,0,2,0,6,4.0,2.5441,0,18.51,1.485,9.427,76,0.245,0.302,2,6,6
Russia,RUS,2022,1,sectoral,national_security,IEEPA,15,0,0,0,15,4.0,2.5756,1,,1.827,9.656,77,0.206,0.248,1,10,15
Russia,RUS,2023,1,sectoral,national_security,IEEPA,0,0,0,0,0,4.0,2.9604,1,,2.367,9.558,78,0.19,0.231,0,0,0
Russia,RUS,2024,1,sectoral,national_security,IEEPA,3,0,5,0,8,4.0,2.5355,1,,3.003,9.608,79,0.171,0.142,2,8,8
Russia,RUS,2025,1,sectoral,national_security,IEEPA,0,0,1,0,1,4.0,2.9479,0,,3.153,,80,0.17,0.135,1,1,1
Sierra Leone,SLE,2001,1,targeted,human_rights,IEEPA,4,1668,0,0,1672,2.0,3.0582,0,8.05,1.948,5.881,56,0.232,0.0,2,54,1672
Sierra Leone,SLE,2002,1,targeted,human_rights,IEEPA,0,69,0,0,69,5.0,3.0488,0,8.44,1.564,5.964,57,0.43,0.371,1,50,69
Sierra Leone,SLE,2003,1,targeted,human_rights,IEEPA,0,63,0,0,63,5.0,3.375,0,12.88,1.336,6.025,58,0.56,0.563,1,50,63
Sierra Leone,SLE,2004,1,targeted,human_rights,IEEPA,0,61,0,0,61,5.0,3.2018,0,11.1,1.312,6.035,59,0.557,0.563,1,50,61
Somalia,SOM,2010,1,targeted,terrorism,IEEPA,4,0,0,0,4,0.0,3.5591,1,,1.304,5.39,65,0.186,0.0,1,4,4
Somalia,SOM,2011,1,targeted,terrorism,IEEPA,0,0,0,1,1,-7.0,3.3503,1,,1.474,5.461,66,0.19,0.0,1,1,0
Somalia,SOM,2012,1,targeted,terrorism,IEEPA,3,0,0,2,5,5.0,3.2916,1,,1.356,5.859,67,0.167,0.0,2,5,3
Somalia,SOM,2013,1,targeted,terrorism,IEEPA,0,0,0,1,1,5.0,3.0136,1,17.81,1.309,5.975,68,0.162,0.0,1,1,0
Somalia,SOM,2014,1,targeted,terrorism,IEEPA,0,0,0,0,0,5.0,3.1365,1,18.29,1.3,6.062,69,0.162,0.0,0,0,0
Somalia,SOM,2015,1,targeted,terrorism,IEEPA,0,0,0,5,5,5.0,2.9092,1,18.88,1.22,6.099,70,0.162,0.0,1,5,0
Somalia,SOM,2016,1,targeted,terrorism,IEEPA,0,0,0,5,5,5.0,3.0897,1,19.55,1.276,6.133,71,0.16,0.0,1,5,0
Somalia,SOM,2017,1,targeted,terrorism,IEEPA,0,0,0,5,5,5.0,2.8588,1,18.7,1.339,6.236,72,0.167,0.0,1,5,0
Somalia,SOM,2018,1,targeted,terrorism,IEEPA,0,0,0,5,5,5.0,3.1307,1,11.74,1.573,6.233,73,0.154,0.0,1,5,0
Somalia,SOM,2019,1,targeted,terrorism,IEEPA,0,0,0,8,8,5.0,3.2497,1,10.73,1.742,6.291,74,0.148,0.0,1,8,0
Somalia,SOM,2020,1,targeted,terrorism,IEEPA,0,569,0,8,577,5.0,3.1747,1,11.46,1.616,6.25,75,0.154,0.0,2,58,569
Somalia,SOM,2021,1,targeted,terrorism,IEEPA,0,0,0,8,8,5.0,3.1612,1,11.24,1.485,6.308,76,0.161,0.0,1,8,0
Somalia,SOM,2022,1,targeted,terrorism,IEEPA,0,0,0,5,5,5.0,3.2417,1,,1.827,6.351,77,0.158,0.0,1,5,0
Somalia,SOM,2023,1,targeted,terrorism,IEEPA,0,114,0,5,119,5.0,2.5817,1,,2.367,6.392,78,0.167,0.0,2,55,114
Somalia,SOM,2024,1,targeted,terrorism,IEEPA,0,0,0,8,8,5.0,2.9331,1,,3.003,6.445,79,0.165,0.0,1,8,0
Somalia,SOM,2025,1,targeted,terrorism,IEEPA,0,0,0,0,0,5.0,2.7678,0,,3.153,,80,0.165,0.0,0,0,0
South Africa,ZAF,1985,1,comprehensive,human_rights,CAAA,0,0,0,0,0,4.0,,0,10.85,2.984,7.517,40,0.178,0.258,0,0,0
South Africa,ZAF,1986,1,comprehensive,human_rights,CAAA,0,0,0,0,0,4.0,,0,8.66,2.97,7.615,41,0.178,0.258,0,0,0
South Africa,ZAF,1987,1,comprehensive,human_rights,CAAA,0,0,0,0,0,4.0,,0,7.1,2.855,7.858,42,0.176,0.25,0,0,0
South Africa,ZAF,1988,1,comprehensive,human_rights,CAAA,0,0,0,0,0,4.0,,0,6.9,2.899,7.902,43,0.175,0.246,0,0,0
South Africa,ZAF,1989,1,comprehensive,human_rights,CAAA,0,0,0,0,0,4.0,,0,6.5,2.995,7.911,44,0.186,0.285,0,0,0
South Africa,ZAF,1990,1,comprehensive,human_rights,CAAA,0,0,0,0,0,5.0,,0,5.7,3.091,8.037,45,0.224,0.292,0,0,0
South Africa,ZAF,1991,1,comprehensive,human_rights,CAAA,0,0,0,0,0,5.0,,0,5.45,3.158,8.084,46,0.254,0.292,0,0,0
South Sudan,SSD,2014,1,targeted,human_rights,IEEPA,4,0,0,0,4,0.0,2.2348,1,28.46,1.3,7.125,69,0.164,0.0,1,4,4
South Sudan,SSD,2015,1,targeted,human_rights,IEEPA,0,6,0,0,6,0.0,2.1763,1,13.05,1.22,6.985,70,0.166,0.0,1,6,6
South Sudan,SSD,2016,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.4491,1,,1.276,,71,0.158,0.0,0,0,0
South Sudan,SSD,2017,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.1797,1,,1.339,,72,0.157,0.0,0,0,0
South Sudan,SSD,2018,1,targeted,human_rights,IEEPA,0,2,0,0,2,0.0,2.0086,1,,1.573,,73,0.153,0.0,1,2,2
South Sudan,SSD,2019,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.7279,1,,1.742,,74,0.16,0.0,0,0,0
South Sudan,SSD,2020,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.5373,1,,1.616,,75,0.169,0.0,0,0,0
South Sudan,SSD,2021,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.9036,1,,1.485,,76,0.137,0.0,0,0,0
South Sudan,SSD,2022,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.789,0,,1.827,,77,0.13,0.0,0,0,0
South Sudan,SSD,2023,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,2.341,0,,2.367,,78,0.167,0.0,0,0,0
South Sudan,SSD,2024,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.8913,0,,3.003,,79,0.154,0.0,0,0,0
South Sudan,SSD,2025,1,targeted,human_rights,IEEPA,0,0,0,0,0,0.0,1.8574,0,,3.153,,80,0.133,0.0,0,0,0
Sudan,SDN,1997,1,comprehensive,terrorism,IEEPA,4,0,0,0,4,-7.0,4.626,1,0.26,2.844,5.922,52,0.151,0.055,1,4,4
Sudan,SDN,1998,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,4.6408,1,0.26,2.661,5.86,53,0.151,0.055,0,0,0
Sudan,SDN,1999,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,4.0948,1,2.11,2.386,5.783,54,0.149,0.055,0,0,0
Sudan,SDN,2000,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,4.0429,1,10.78,2.175,5.892,55,0.131,0.003,0,0,0
Sudan,SDN,2001,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,3.9576,1,6.91,1.948,6.112,56,0.172,0.053,0,0,0
Sudan,SDN,2002,1,comprehensive,terrorism,IEEPA,0,3,0,0,3,-7.0,3.9741,1,7.22,1.564,6.227,57,0.173,0.053,1,3,3
Sudan,SDN,2003,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,4.1302,1,7.01,1.336,6.364,58,0.173,0.053,0,0,0
Sudan,SDN,2004,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,3.995,1,10.14,1.312,6.558,59,0.179,0.061,0,0,0
Sudan,SDN,2005,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,3.7095,1,12.48,1.411,6.809,60,0.198,0.062,0,0,0
Sudan,SDN,2006,1,comprehensive,terrorism,IEEPA,3,3,0,0,6,-7.0,3.7954,1,12.54,1.64,7.032,61,0.199,0.062,2,6,6
Sudan,SDN,2007,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-7.0,3.9877,1,13.68,1.638,7.275,62,0.198,0.064,0,0,0
Sudan,SDN,2008,1,comprehensive,terrorism,IEEPA,0,0,1,0,1,-7.0,4.0096,1,17.98,1.711,7.331,63,0.201,0.07,1,1,1
Sudan,SDN,2009,1,comprehensive,terrorism,IEEPA,0,0,1,0,1,-7.0,4.0465,1,9.84,1.291,7.072,64,0.202,0.07,1,1,1
Sudan,SDN,2010,1,comprehensive,terrorism,IEEPA,0,0,2,0,2,-7.0,3.7866,1,11.94,1.304,7.174,65,0.213,0.104,1,2,2
Sudan,SDN,2011,1,comprehensive,terrorism,IEEPA,0,0,1,0,1,-4.0,3.6469,1,16.78,1.474,7.195,66,0.212,0.116,1,1,1
Sudan,SDN,2012,1,comprehensive,terrorism,IEEPA,0,0,2,0,2,-4.0,3.6655,1,6.65,1.356,6.927,67,0.211,0.116,1,2,2
Sudan,SDN,2013,1,comprehensive,terrorism,IEEPA,0,0,1,0,1,-4.0,3.3786,1,7.52,1.309,7.038,68,0.212,0.123,1,1,1
Sudan,SDN,2014,1,comprehensive,terrorism,IEEPA,0,0,2,0,2,-4.0,3.7527,1,5.17,1.3,7.151,69,0.212,0.123,1,2,2
Sudan,SDN,2015,1,comprehensive,terrorism,IEEPA,0,0,3,0,3,-4.0,3.8314,1,2.98,1.22,7.164,70,0.22,0.168,1,3,3
Sudan,SDN,2016,1,comprehensive,terrorism,IEEPA,0,0,1,0,1,-4.0,4.1007,1,2.74,1.276,6.94,71,0.219,0.173,1,1,1
Sudan,SDN,2017,1,comprehensive,terrorism,IEEPA,3,0,8,0,11,-4.0,3.6984,1,2.48,1.339,6.874,72,0.226,0.186,2,11,11
Sudan,SDN,2018,1,comprehensive,terrorism,IEEPA,0,0,3,0,3,-4.0,3.763,1,6.15,1.573,6.594,73,0.227,0.186,1,3,3
Sudan,SDN,2019,1,comprehensive,terrorism,IEEPA,0,0,6,0,6,-4.0,3.8496,0,8.26,1.742,6.565,74,0.193,0.051,1,6,6
Sudan,SDN,2020,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-4.0,3.6592,1,9.29,1.616,6.359,75,0.167,0.0,0,0,0
Sudan,SDN,2021,1,comprehensive,terrorism,IEEPA,0,42,0,0,42,-4.0,3.7954,1,12.75,1.485,6.568,76,0.163,0.0,1,42,42
Sudan,SDN,2022,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-4.0,3.5359,1,,1.827,6.953,77,0.158,0.0,0,0,0
Sudan,SDN,2023,1,comprehensive,terrorism,IEEPA,4,0,0,0,4,-4.0,3.0735,1,,2.367,6.681,78,0.139,0.0,1,4,4
Sudan,SDN,2024,1,comprehensive,terrorism,IEEPA,0,2,0,0,2,-4.0,3.2632,1,,3.003,6.892,79,0.137,0.0,1,2,2
Sudan,SDN,2025,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-4.0,3.1442,0,,3.153,,80,0.13,0.0,0,0,0
Syria,SYR,1979,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.2637,1,16.93,1.623,7.044,34,0.143,0.061,0,0,0
Syria,SYR,1980,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.6374,1,15.4,1.839,7.285,35,0.143,0.061,0,0,0
Syria,SYR,1981,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.5896,1,10.93,2.144,7.424,36,0.143,0.061,0,0,0
Syria,SYR,1982,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.5112,1,8.1,2.543,7.44,37,0.143,0.062,0,0,0
Syria,SYR,1983,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.7059,0,7.88,2.471,7.482,38,0.143,0.062,0,0,0
Syria,SYR,1984,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.6709,0,7.54,2.752,7.442,39,0.143,0.062,0,0,0
Syria,SYR,1985,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.9743,0,6.54,2.984,7.342,40,0.143,0.062,0,0,0
Syria,SYR,1986,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.9163,0,2.77,2.97,7.097,41,0.143,0.063,0,0,0
Syria,SYR,1987,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.3302,0,4.02,2.855,6.905,42,0.143,0.063,0,0,0
Syria,SYR,1988,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.7498,0,7.53,2.899,6.8,43,0.143,0.063,0,0,0
Syria,SYR,1989,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.4429,0,12.04,2.995,6.696,44,0.143,0.063,0,0,0
Syria,SYR,1990,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.0552,0,14.63,3.091,6.886,45,0.144,0.071,0,0,0
Syria,SYR,1991,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.8762,0,9.29,3.158,6.908,46,0.145,0.075,0,0,0
Syria,SYR,1992,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.7084,0,8.49,3.057,6.898,47,0.144,0.06,0,0,0
Syria,SYR,1993,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.0158,0,7.55,2.897,6.901,48,0.144,0.06,0,0,0
Syria,SYR,1994,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.3074,0,6.08,2.785,6.569,49,0.144,0.064,0,0,0
Syria,SYR,1995,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.6046,0,6.07,3.039,6.659,50,0.145,0.072,0,0,0
Syria,SYR,1996,1,comprehensive,terrorism,IEEPA,0,0,0,1,1,-9.0,4.6508,0,6.03,2.986,6.822,51,0.145,0.072,1,1,0
Syria,SYR,1997,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.9238,0,5.05,2.844,6.847,52,0.145,0.072,0,0,0
Syria,SYR,1998,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.6796,0,3.11,2.661,6.868,53,0.144,0.071,0,0,0
Syria,SYR,1999,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.2982,0,4.49,2.386,6.886,54,0.144,0.062,0,0,0
Syria,SYR,2000,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,4.0372,0,6.46,2.175,7.037,55,0.15,0.061,0,0,0
Syria,SYR,2001,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,4.2058,0,5.23,1.948,7.079,56,0.152,0.061,0,0,0
Syria,SYR,2002,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,3.7232,0,5.49,1.564,7.076,57,0.15,0.061,0,0,0
Syria,SYR,2003,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,3.9789,0,5.81,1.336,7.107,58,0.15,0.06,0,0,0
Syria,SYR,2004,1,comprehensive,terrorism,IEEPA,3,0,0,3,6,-6.0,3.8006,0,4.84,1.312,7.221,59,0.149,0.058,2,6,3
Syria,SYR,2005,1,comprehensive,terrorism,IEEPA,0,0,0,3,3,-6.0,3.3978,0,5.53,1.411,7.336,60,0.148,0.06,1,3,0
Syria,SYR,2006,1,comprehensive,terrorism,IEEPA,0,1,0,0,1,-6.0,3.7864,0,5.41,1.64,7.449,61,0.148,0.06,1,1,1
Syria,SYR,2007,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,4.0061,0,4.81,1.638,7.569,62,0.145,0.04,0,0,0
Syria,SYR,2008,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,4.0654,0,5.64,1.711,7.795,63,0.144,0.034,0,0,0
Syria,SYR,2009,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,4.1823,0,3.3,1.291,7.809,64,0.144,0.034,0,0,0
Syria,SYR,2010,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-6.0,3.8914,0,4.11,1.304,7.912,65,0.144,0.033,0,0,0
Syria,SYR,2011,1,comprehensive,terrorism,IEEPA,3,0,0,1,4,-6.0,4.2165,1,20.35,1.474,7.99,66,0.144,0.033,2,4,3
Syria,SYR,2012,1,comprehensive,terrorism,IEEPA,0,0,0,3,3,-9.0,4.0352,1,15.24,1.356,7.548,67,0.144,0.03,1,3,0
Syria,SYR,2013,1,comprehensive,terrorism,IEEPA,0,0,1,3,4,-9.0,4.2781,1,10.47,1.309,6.894,68,0.136,0.0,2,4,1
Syria,SYR,2014,1,comprehensive,terrorism,IEEPA,0,4,0,16,20,-9.0,4.296,1,5.74,1.3,6.967,69,0.137,0.0,2,20,4
Syria,SYR,2015,1,comprehensive,terrorism,IEEPA,0,10,0,5,15,-9.0,4.1178,1,3.61,1.22,6.743,70,0.136,0.0,2,15,10
Syria,SYR,2016,1,comprehensive,terrorism,IEEPA,0,4,0,0,4,-9.0,3.9774,1,3.17,1.276,6.487,71,0.136,0.0,1,4,4
Syria,SYR,2017,1,comprehensive,terrorism,IEEPA,0,7,1,3,11,-9.0,4.4312,1,3.11,1.339,6.747,72,0.137,0.0,3,11,8
Syria,SYR,2018,1,comprehensive,terrorism,IEEPA,0,1,0,0,1,-9.0,4.348,1,3.35,1.573,7.001,73,0.135,0.0,1,1,1
Syria,SYR,2019,1,comprehensive,terrorism,IEEPA,3,0,6,0,9,-9.0,4.4687,1,3.77,1.742,7.012,74,0.136,0.0,2,9,9
Syria,SYR,2020,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.4095,1,6.37,1.616,6.35,75,0.138,0.0,0,0,0
Syria,SYR,2021,1,comprehensive,terrorism,IEEPA,0,1,2,0,3,-9.0,4.0944,1,,1.485,6.498,76,0.136,0.0,2,3,3
Syria,SYR,2022,1,comprehensive,terrorism,IEEPA,0,0,2,0,2,-9.0,4.5898,1,,1.827,6.958,77,0.137,0.0,1,2,2
Syria,SYR,2023,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,4.076,1,,2.367,,78,0.145,0.0,0,0,0
Syria,SYR,2024,1,comprehensive,terrorism,IEEPA,0,0,0,0,0,-9.0,3.8432,1,,3.003,,79,0.143,0.0,0,0,0
Syria,SYR,2025,1,comprehensive,terrorism,IEEPA,4,0,0,0,4,-9.0,3.7581,0,,3.153,,80,0.128,0.0,1,4,4
Uganda,UGA,2023,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,2.9813,0,,2.367,6.91,78,0.259,0.142,0,0,0
Uganda,UGA,2024,1,targeted,human_rights,IEEPA,0,0,0,0,0,-1.0,2.8367,0,,3.003,6.983,79,0.261,0.129,0,0,0
Uganda,UGA,2025,1,targeted,human_rights,IEEPA,0,1,0,0,1,-1.0,2.7021,0,,3.153,,80,0.253,0.129,1,1,1
Venezuela,VEN,2015,1,comprehensive,democracy,IEEPA,4,0,0,0,4,4.0,3.848,0,,1.22,8.32,70,0.3,0.31,1,4,4
Venezuela,VEN,2016,1,comprehensive,democracy,IEEPA,0,0,0,0,0,4.0,3.9846,0,,1.276,8.208,71,0.293,0.294,0,0,0
Venezuela,VEN,2017,1,comprehensive,democracy,IEEPA,3,0,0,0,3,-3.0,3.8546,0,,1.339,8.24,72,0.233,0.116,1,3,3
Venezuela,VEN,2018,1,comprehensive,democracy,IEEPA,12,0,0,0,12,-3.0,3.9897,0,,1.573,8.138,73,0.213,0.088,1,10,12
Venezuela,VEN,2019,1,comprehensive,democracy,IEEPA,3,0,0,0,3,-3.0,4.1814,0,,1.742,7.833,74,0.209,0.077,1,3,3
Venezuela,VEN,2020,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,4.2227,0,,1.616,7.317,75,0.206,0.084,0,0,0
Venezuela,VEN,2021,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,4.179,0,,1.485,7.603,76,0.215,0.112,0,0,0
Venezuela,VEN,2022,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,4.3273,0,,1.827,8.057,77,0.209,0.11,0,0,0
Venezuela,VEN,2023,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,,0,,2.367,8.194,78,0.206,0.106,0,0,0
Venezuela,VEN,2024,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,,0,,3.003,8.347,79,0.196,0.069,0,0,0
Venezuela,VEN,2025,1,comprehensive,democracy,IEEPA,0,0,0,0,0,-3.0,,0,,3.153,,80,0.181,0.051,0,0,0
Vietnam,VNM,1964,1,comprehensive,national_security,TWEA,0,0,0,5,5,-3.0,,0,,1.198,,19,,,1,5,0
Vietnam,VNM,1965,1,comprehensive,national_security,TWEA,0,0,0,10,10,-8.0,,1,,1.157,,20,,,1,10,0
Vietnam,VNM,1966,1,comprehensive,national_security,TWEA,0,0,0,10,10,-8.0,,1,,1.154,,21,,,1,10,0
Vietnam,VNM,1967,1,comprehensive,national_security,TWEA,0,0,0,10,10,-8.0,,1,,1.194,,22,,,1,10,0
Vietnam,VNM,1968,1,comprehensive,national_security,TWEA,0,0,0,10,10,-8.0,,1,,1.179,,23,,,1,10,0
